id,phrase,classes
258,question:keep:troop:bosnia:unnecessarili:soon:condit:permit:number:troop:reduc:eventu:come:end,mission
259,degre:reassur:fact:nato:involv:european:althea:bosnia-herzegovina,mission
260,occas:perfect:fuel:airbomb:specialist:equip:provid:ira,auftrag
261,doe:half:month:send:fact-find,untersuchungsmission
262,support:democraci:movement:ukrain:forthcom:elect:observ:palestin:west:bank:gaza:eloqu:exampl:say:believ:work,beobachtermission
263,final:union:appeal:moldovan:govern:account:concern:rais:osc:fact-find:implement:joint:recommend:establish:osc:venic:commiss,osze-bedarfsevaluierungsmission
264,result:commiss:given:fund:special:name:commission:elect:observ:osc:odihr,odihr-mission
265,demonstr:unit:lebanon:wait:clear:answer:emerg:inquiri:held:fact-find:dispatch:kofi:annan:investig:undertaken:lebanes:author:identifi:precis:respons:appal,untersuchungsmission
266,realli:want:intern:market:servic,pflicht
267,believ:presid:european:parliament:sensit:renown:immedi:initi:send:question:presid:turkish:nation:assembl:polit:parti:order:histor:anachron:lift:countri:wish:acced:european:union:european:parliament:pass:posit:resolut:decemb,diesbezügliches
268,commiss:earmark:eur:million:support:african:union:darfur,mission
269,admit:problem:aros:prepar:elect:irregular:report:ecowa:elector:observ:elect:day,wahlbeobachtermission
270,continu:shame:member:state:implement:lisbon:direct,mission
271,case:question:just:answer:remind:import:member:state:respons:defin:public:servic:determin:servic:fund:fulfil:field:come:subsidiar:principl:accord:commiss:communic:aid:rule:treati:includ:amsterdam:protocol,auftrag
272,run:counter:etho:belief:school,mission
273,support:african:union:darfur:exampl,mission
274,agre:new:communiti:aid:packag:eur:million:launch:integr:rule:law:polic:train:iraq:offic:baghdad:brussel,mission
275,eujustlex:began:juli:great:import:hope:signific:contribut,mission
276,european:assist:packag:contribut:member:state:vari:materi:assist:equip:expert:specialist,katastrophenhilfepaket
277,elect:egypt:parliamentari:elect:hope:hous:agre:send:egypt:elect:invit,mission
278,prepar:thorough:comprehens:assess:situat:council:european:union:head:ask:produc:septemb:consid:analysi:law:recommend:european:union:polici:take:account:council:conclus:decemb,missionschef
279,respect:suggest:concern:desir:thorough:answer:vindic:point:sought:term:need:head:prepar:thorough:statement:term:inform:european:union:decision-mak,eu-missionschefs
280,visit:iraqi:govern:stress:valu:assist:particular:support:constitut:elector:process:work:improv:capac:rule:law:sector:includ:eujust:lex,mission
281,european:take:peac:grate:includ:risk:live:order:fundament:contribut:resurrect:iraq,friedensmission
282,said:send:iraq:elect:observ:provid,wahlbeobachterdelegation
283,furthermor:delight:work:carri:member:visit:region:june:product,delegation
284,convers:held:petition:fact-find:meet:reveal:extent:tragedi:face:individu:properti:taken:away,informationsreise
285,return:nigeria:deep:sens:help:redefin:futur:vulner:powerless,mission
286,head:addi:ababa:propos:govern:detail:structur:dialogu:perform:indic:measur:progress:polit:human:right:situat,missionschef
287,import:commiss:council:press:countri:return:troop:deploy:level:decemb:eritrea:revers:decis:ban:helicopt:flight:ethiopia:eritrea:ask:member:leav,mission
288,extens:isaf:southern:afghanistan:evid:war:zone:consequ:deeper:involv:war:matter:wors,isaf-mission
289,find:proper:work-lif:balanc:requir:account:social:women:improv:demograph:situat:europ,mission
290,first:deploy:gaza:amid:hazard:secur:condit,mission
291,begin:observ:deploy:gaza,beobachtermission
292,nato:cornerston:european:defenc:half:centuri:key:organis:intern:crisi:manag:involv:militari:forc:bare:warrant:mention:report:paragraph:mislead:subsum:nato:role:europ:foreign:secur:polici,hauptorganisation
293,normal:carri:previous:agre:on-the-spot:visit:differ:kind:establish:differ:field:rang:rule:law:court:prosecutor:offic:field:childcar:mental:health,mission
294,chief:observ:elect:observ:liberia:warm:support:idea:chairmen:invit:speak:plenari:hope:meantim:continu:lend:strong:support:millennium:object:democratis:countri:citizen:deserv:right,wahlbeobachtungsmission
295,want:say:member:committe:civil:liberti:justic:home:affair:saw:malta:recept:centr,delegation
296,simultan:conduct:joint:allow:emphasis:adject:joint,mission
297,unit:nation:sudan:unmi:gone:far:talk:abuja:make:progress,mission
298,iraqi:human:right:ministri:integr:rule:law:iraq:eurojust:lex:play:particular:import:role:control:problem,eu-mission
299,hous:hear:specialist:committe:say:subject:develop:cooper:unsatisfactori:educ:youth:research:kind:standard:defect:communic:secur:oversea:dramat:revers:rural:develop,sicherheitseinsätzen
300,navi:attack:open:violat:ceasefir:agreement:ltte:known:presenc:sri:lankan:monitor:monitor,Überwachungskommission
301,cyprus:britain:take:common:defenc:secur:action:includ:particip:peac:battl:format:european:defenc:agenc,eu-friedensmissionen
302,import:elect:observ:secur:sector:reform:institution-build:particular:strengthen:civil:societi,wahlbeobachtungsmissionen
303,social:democrat:reason:particip:women:gender:mainstream:describ:resolut:enorm:import,mission
304,point:report:goe:far:encourag:greater:attent:presenc:prepar:train:equip:polic:forc:form:militari:polic:unit:constitut:import:mean:secur:civilian:popul:particular:women:children:guarante,militärmission
305,view:happen:moment:observ:probabl:intern:withdraw:prematur:believ:secur:council:decis:extend:unit:nation:countri:absolut:right,mission
306,third:wish:point:hear:testimoni:hour:statement:given:foreign:undertaken:unit:state:yugoslav:republ:macedonia:thousand:document:analys,mission
307,parliament:european:institut:remain:silent:submit:request:observ:dispatch:presidenti:elect:candid:held:prison,beobachtungsmission
308,confirm:elect:observ:place:control:general:morillon:continu:monitor:progress:elector:interim:period:conclus,wahlbeobachterdelegation
309,took:parliament:elector:observ:democrat:republ:congo,wahlbeobachtermission
310,succeed:necessari:econom:competit:human:secur:mutual:interdepend:element:joint:creat:condit:life:human:digniti,vorhaben
311,start:rapid:re-open:gaza:cross:rafah:border:support:border:assist,eu-mission
312,awar:order:use:difficult:situat:troop:deploy:respect:order:happen:strong:say:need:resourc:appropri:right:duti:implement:case:self-def:say:soldier:danger:spirit:letter,mission
313,year:fact:ongo:conflict:gaza:lebanon:iraq:afghanistan:diplomat:tension:terrorist:attack:iran:issu:revolv:point:erad:just:mean:legitim:militari:creat:differ:name,militärmission
314,whilst:short:term:urgent:need:independ:commiss:investig:recent:disappear:abduct:extra-judici:execut:long:term:repeat:hous:resolut:wide-rang:human:right:agreement:parti:involv:civil:war:facilit:effect:independ:intern:monitor,Überwachungsmission
315,believ:right:express:solidar:women:men:involv:peac:afghanistan:iraq:lebanon,friedensmission
316,expans:african:peac:polic:offic:soldier:western:sudan:welcom:african:union:continu:collect:support:troop:show:seen:transit:measur,friedensmission
317,model:societi:stake:model:base:public:intervent:guarante:public:servic,eingreift
318,sad:hous:hear:regret:exampl:unit:nation:secur:council:decid:facto:withdraw:minurso:hear:hous:moroccan:govern:basic:respons:block:self-determin:sahrawi:year:prevent:work:unit:nation,delegation
319,enhanc:relationship:communiti:institut:bodi:european:citizen,auftrag
320,main:problem:note:fact:inspect:offic:veterinari:control:suspend:commiss:fail:exercis:function:initi:legisl,kontrollmissionen
321,financ:transpar:direct:clear:stage:public:servic:televis:accomplish:year-end:loss:longer:written:paternalist:method:hinder:growth:public:televis:identif:ineffici,dienstleistungsauftrags
322,wish:work:order:attain:real:measur:revit:rail:transport:fulli:assur:provid:public:servic:word:respond:interest:staff:user:contribut:harmoni:arrang:territori:encourag:cooper:european:union,aufgabe
323,said:repli:honour:member:practic:vital:success:intend:visit:cooper,mission
324,understand:week:militari:junta:rangoon:actual:turn:european:union:propos:ground:forc:labour,mission
325,result:debat:short:european:union:osc:vienna,mission
326,european:union:osc:consult:close:take:final:decis:mandat:structur:advisori,mission
327,obtain:better:idea:train:advic:requir:good:idea:advisori:includ:team:polic:offici,mission
328,say:member:opposit:have:hear:influenti:repres:major:support:govern:send:difficult:european:parliament,mission
329,european:union:ought:promot:new:model:pan-european:secur:develop:osc:reform:decision-mak:process:increas:capac:resourc:coordin:arm:forc:member:state:perform:petersburg:request:unit:nation:osc,petersberg-missionen
330,april:region:carri:special:repres:ajello:repres:presid,mission
331,new:spirit:need:generat:fear:histor:unit:democrat:countri:europ:union:oner:sound:coher:structur:polit:creat:genuin:union:just:free:trade:zone:genuin:union:role:play:world,auftrag
332,call:echo:mandat:extend:prigorodni:assist:osz:fact:find:bring:intern:support:region:order:resolv:conflict,mission
333,support:secretari:general,mandat
334,commiss:complet:agre:propos:tri-parliamentari,delegation
335,just:week:commiss:identif:countri:polit:normal:progress,mission
336,presid:honour:take:mrs:pack:believ:tri-parliamentari:histori:parliament,dreiparteien-delegation
337,thought:common:european:particip:post-sfor:forc:effort:train:local:polic:forc:context:polic,polizeimission
338,connect:decid:bring:order:exampl:challeng:stabil:pact:replac:growth:employ:pact:ensur:central:bank:status:review:achiev:real:monetari:cooper:common:singl:currenc:base:nation:currenc:allow:appropri:increas:favour:employ:guarante:public:servic:contribut:social:cohes:necessari:resourc:fulfil:duti,aufgaben
339,direct:aid:indonesian:econom:situat:on-the-spot:assess:true:situat,dienstreise
340,member:committe:develop:cooper:assur:commiss:earli:warn:system:european:union:deal:humanitarian:aid:sort,hilfsmaßnahme
341,gambia:countri:offici:organ:portuguese-speak:countri:offer:mediat:conflict:resolut:european:parliament:call:european:union:interven,mission
342,context:council:welcom:propos:igad:partner:forum:ipf:despatch:ministerial-level:khartoum:nairobi:investig:possibl:bring:cease-fir:area:hardest:hit:famin:order:allow:humanitarian:aid,mission
343,madam:presid:ask:commission:luanda:send:signal:prevent:new:war:countri,eu-mission
344,european:union:partner:play:observ:carri:frequent:patrol:area:concern:convey:sens:intern:monitor,beobachtermission
345,european:union:sent:troika:east:timor:june,troika-mission
346,follow:council:decis:troika:report:publish:juli,troika-mission
347,main:outcom:follow:first:accord:member:long-term:solut:east:timor:issu:respect:wish:east:timores,mission
348,know:european:confer:tourism:employ:luxembourg:set:high-level:examin:best:tourism:contribut:employ,aufgabe
349,extrem:import:verif:work:safe:condit,beobachtergruppe
350,sole:practic:contribut:date:osc:observ:establish:kosovo:prove:pain:slow,mission
351,let:briefli:respond:critic:kosovo:verif:visibl,mission
352,believ:import:delic:aspect:kosovo:verif,mission
353,latest:contact:chines:subject:taiwan:juli:commiss:deputi:director-gener:gérard:depayr:explain:envoy:chines:content:bilater:wto:market:access:agreement:sign:record:negoti:taiwanes:minist:wang:brussel:juli,vertretung
354,result:clear:pictur:present:resourc:work:method:director:unit:commiss,mission
355,propos:coordin:osc:chisinau:consid:accord:propos:contain:resolut,osze-mission
356,osc:observ:joke:success,osze-beobachtermission
357,war:rekindl:ash:lusaka:protocol:clear:demonstr:failur:respons:overse:implement,uno-mission
358,immedi:essenti:harass:civilian:popul:ceas:aid:worker:fulfil,aufgaben
359,presid:despit:import:contribut:repres:faith:humanitarian:aid:care:relief:underprivileg:religi:intransig:increas:radic:part:world,mission
360,let:add:troika:polit:director:visit:turkey:april:follow:troika:foreign:minist:level,troika
361,hope:foundat:endeavour:respond:posit:rapporteur:suggest:remain:question:just:rais:expens:studi:contract:examin:discharg:procedur:financi:year,dienstreisekosten
362,move:away:polici:support:agricultur:price:shrink:encourag:nationalis:undermin:sector:increas:direct:incom:aid:europ:move:away:found:principl:common:agricultur:market,mission
363,propos:council:regul:ecsc:euratom:incorpor:daili:subsist:allow:rate:offici:european:territori:member:state:european:union:austria:finland:sweden:articl:annex:vii:staff:regul:offici:european:communiti:com:cns,dienstreise
364,commiss,aufgabe
365,presid:commiss:begin:donnelli:left:second:stage:work:programm:believ:asid:collect:individu:respons:certain:believ:utmost:import:work:restor:commiss:credibl:product:judg:work:programm,aufgabe
366,commiss:note:approv:author:decid:send:high-level:usa:liais:investig:think:actual:happen:present,delegation
367,precis:pictur:need:result:joint:assess:similar:just:call:presum:undertaken:disast:area:echo:commiss:represent:ankara:unit:nation:world:bank:act:collect,bewertungsmission
368,propos:improv:protect:competit:primarili:allow:commiss:concentr:restrict:involv:nation:competit:author:greater:degre:stamp:infring:last:allow:victim:infring:direct:recours:nation:judg:protect:right:individu,rechtsanspruch
369,regard:strong:support:high:repres:recent:appeal:member:state:provid:polic:offic:civil:polic:kosovo,polizeimission
370,hope:commission:nielson:portugues:secretari:provid:inform:hous:need:order:understand:current:situat:urgent:need:help:mozambiqu:genuin:deserv:help:struggl:develop,reise
371,commiss:reiter:messag:foreign:minist:ivanov:ministeri:troika:march:submit:number:concret:propos:includ:echo:assess:chechnya:ngo:access:basic:request:visit:diplomat:region:presidenti:elect:report:civil:condit:humanitarian:situat:alleg:human:right:abus:investig,echo-beurteilungsmissionen
372,heard:possibl:joint:parliamentari:deleg:undertak:fact-find:hoc:basi:best:possibl:condit:view:look:territori:chechnya:see:fit,fact-finding
373,troika:european:union:head:harar:person:convey:messag:zimbabwean:author,missionschef
374,commiss:repres:travel:friday:prepar:elect:observ:order:verifi:appropri:condit:met,reise
375,mandat:unit:nation:sierra:leon:reckon:insuffici:achiev:object,mission
376,solut:difficulti:unit:nation:term:achiev:complianc:peac:agreement:entrust:polit:negoti:leader:liberia:libya:record:seek:peac:doubt:worri,mission
377,human:right:issu:frequent:discuss:speaker:note:polit:dialogu:council:conduct:tunisia:associ:council:head:member:state:tuni:regular:meet:relev:tunisian:govern:offici:area,missionschef
378,request:presid:shevardnadz:european:union:studi:possibl:way:help:reinforc:ensur:efficaci:monitor,kontrollmission
379,feira:council:call:promot:interest:busi:resolut:promot:speedi:militar:european:union:creat:european:armi:main:interven:militarili:countri:lend:support:capitalist:forc:member:state:expens:grass:root:movement,militärintervention
380,defici:irregular:note:differ:independ:organis:peruvian:intern:right:withdraw:toledo:candid:presid:republ:deleg:european:parliament:decid:carri:circumst,beobachtermission
381,note:head:harar:prematur:jump:conclus:elect:consequ,missionschef
382,report:drawn:led:schori:thorough:work:emphasi:did:commission:patten:nielsen:provid:perfect:clear:imparti:analysi:way:zimbabw:legisl:elect:held,beobachtermission
383,urgent:presid:european:parliament:took:februari:far:reach:final:conclus,mission
384,embarrass:discrep:possibl:open:european:unit:state:exampl,mission
385,fvo:report:mention:refer:specif:transport:journey:origin:ireland,veterinäramt
386,concern:franc:commiss:wait:inform:action:taken:compet:author:regard:recommend:fvo:report:especi:taken:ensur:rout:plan:proper:use:sign,inspektionsberichts
387,week:flew:iraq:turkish:airspac:baghdad:humanitarian,mission
388,hand:european:court:justic:jurisdict:judg:said:year:charter:undemocrat:instrument:european:integr:given:birth,aufgabe
389,given:request:govern:opposit:commiss:tell:intend:support:forthcom:elector:send:observ:elect:schedul:year,delegation
390,conclus:expert:avail:end:februari,expertenreise
391,monitor:recent:show:valu:deploy:presevo:valley,beobachtermission
392,stress:vote:motion:just:sent:state:hold:elect:check:right:vote:procedur:follow:vote:rule:control,ordnungsgemäßen
393,understand:madam:garaud:undertak:person:reason:fulli:understand:deepest:sympathi,aufgabe
394,madam:garaud:posit:perfect:understand:reason:undertak:confer:advis:circumst:altern:import:presid:hous:assur:member:believ:assur:prolong:debat:confer:presid:act:concern:proprieti:time,reise
395,welcom:refer:resolv:conflict:sri:lanka:given:recent:involv:area:head:elector:observ,wahlbeobachtung
396,second:plan:chechnya:doe:commiss:plan:set:perman:represent,irgendwann
397,thank:european:parliament:extrem:import:contribut:confer:import:play:negoti:say:commiss:satisfi:contribut:effort:support:presid,delegation
398,latest:commiss:report:numer:report:highlight:disregard:welfar:countri,arbeitsbesuch
399,pleas:new:jrc,aufgabendefinition
400,addit:attempt:internationalis:forc:anti-democrat:measur:countri:subject:inspect:inspector:deliber:left:vagu:clear:defin,antiterroristischer
401,key:requir:intern:observ:multilater:bilater:manipul:mugab:send:short-term:observ:poll:day,beobachtermission
402,taken:follow:action:commiss:current:ground:assess:humanitarian:need:food:secur:issu,mission
403,commiss:deleg:jakarta:diplomat:member:state:continu:effort:monitor:develop:area:draw:concern:attent:indonesian:author:démarch:contact,mission
404,confirm:urgent:need:met:effect:coordin,mission
405,say:especi:pleas:carlo:costa:neve:head:mission:show:parliament:commiss:work:close:elect:observ,wahlbeobachter
406,believ:work:affirm:want:joint:joint:financ:clear,einsatz
407,irish:parliament:decid:defenc:forc:engag,verteidigungseinsätzen
408,presid:leav:case:greater:honour:member:examin:assumpt:european:union:leadership:relat:yugoslav:republ:macedonia:continu:amber:fox:oper:assumpt:respons:bosnia:herzegovina:remain:field:mention:import:cme:exercis:test:capac:organis:mean:crisi:manag:procedur,mission
409,duff:point:speech:vision:complementari:atlant:allianc:doe:prevent:quit:opposit:have:progress:european:secur:defenc:polici:increas:integr:arm:polici:institut,mission
410,best:way:forward:view:liber:democrat:hous:establish:immedi:embargo:arm:export:israel:palestin:persuad:unit:nation:mount:intern:send:troop:region:enforc:peac,entsandt
411,ask:iraq:open:door:restrict:inspect:serv:exampl:israel,untersuchungsmissionen
412,wiersma:behalf:parti:european:socialist:osc:amg:belarus,mission
413,parliament:commiss:council:work:close:osc:experi:increas:regard:achiev:repeat:attempt:situat:prospect:set:dialogu:tenuous:work:minimum:criteria:establish:way:restor:normal:relat,osze-mission
414,vital:european:parliament:send:malaysia:order:investig:condit:polit:prison:detain:violat:basic:right,mission
415,oppos:renew:bosnia-herzegovina:threaten:undo:year:work:intern:communiti:rebuild:fractur:communiti,wiederbau
416,troika:partner:sadc:insist:european:union:sanction:opposit:effect,troika
417,horribl:dilemma:creat:parliament:kind:dispos:intern:crimin:court:choic:compromis:translat:divid:europ:continu:opposit:unit:state:opt:damag:limit:exampl:restrict:except:soldier:peac,friedensmission
418,contrari:listen:ceasefir:agreement:call:region:ecowa,regionalmission
419,decid:embark:dialogu:basi:condit:timet:subject:benchmark:point:say:object:choic:interlocutor:discuss:cours:fact-find:iran,untersuchungsmission
420,plan:fact-find:opposit:number:repres:civil:societi:shall:lobbi:final:text:agreement:come:includ:clear:express:claus:women:right,klausel
421,commiss:appreci:carri:task:complianc:intern:accept:criteria:use:elect:observ,mission
422,commiss:agre:elect:observ:general:elect:doe:guarante:establish:democraci:support:restor:democraci:work:achiev:object,eu-wahlbeobachtungsmission
423,presid:pay:tribut:serv:recent:elect:observ:pakistan:particular:member:core:team:european:parliament:deleg:led:miss:grönfeldt:bergman,wahlbeobachtungsmission
424,member:core:team:brief:head:islamabad:week:basi,missionschef
425,final:debrief:head:islamabad:opposit:analysi:express,missionschef
426,haarder:know:affect:respect:work:committe:foreign:affair:human:right:common:secur:defenc:polici:ask:point:send:mission:european:union:elector:observ:member:behav:exemplari:manner:great:risk:carri:assess:situat:furthermor:share:intern:commonwealth:anfrel,mission
427,view:matter:regret:particular:damag:parliament:fact:contribut:develop:polici:unabl:interven:countri:war:content:observ:investig:massacr:doe:prevent:manag:conflict:import:implic:affect:côte:ivoir:strateg:countri:west:africa,ermittlungsaufgabe
428,pave:way:ambiti:futur:includ:peace-enforc:oper:accord:charter,mission
429,know:hold:meet:telephon:convers:practic:day:close:involv:countri:region:south:korea:japan:china:russia:unit:state:general:affair:council:monday:decis:taken:necessari:send:european:union:north:korea:present:posit:cooper:find:solut:dramat:problem:thing:carri:lead:exist:nuclear:weapon:mass:destruct,mission
430,right:point:motion:resolut:plan:european:union:takeov:nato:militari:demonstr:european:union:commit:peac:stabil:countri:region,nato-militäroperation
431,right:european:union:plan:substanti:larger:oper:involv:take:nato:sfor:bosnia-herzegovina,sfor-operationen
432,petersberg:european:union:mount:tandem:involv:region:affect:crisi:involv:polit:diplomat:econom:financi,petersberg-operationen
433,hope:success:provid:stimulus:maintain:necessari:tempo:set:rapid:reaction:forc:develop:implement:coordin:arm:procur:polici,mission
434,present:know:imposs:nation:parliament:parliament:influenc:mandat:progress:mission:futur,mission
435,apart:gollnisch:view:take:nato:respons:macedonia:histor,operation
436,conduct:neighbour:countri,reisen
437,said:elbaradei:said:nuclear:weapon:blix:said:success:given:coupl:month:disarm:iraq:peac,baradei
438,unmov:intern:atom:energi:agenc:return:iraq:earliest:opportun:complet,unmovic
439,area:notic:polit:group:hous:differ:end:day:certain:exact,aufgabe
440,point:immedi:respond:secretary-gener:european:union:prepar:carri:task:secur:council:approv:resolut:defin:limit:term:space:term,mission
441,despit:crisi:feel:uniti:feel:cohes:feel:common,mission
442,recent:clear:lra:order:attack:cathol:sudanes:govern:renew:support:lra:provid:sophist:heavi:armament,mission
443,union:head:continu:monitor:situat:polit:prison:condit:held:havana,eu-vertretung
444,young:men:women:dedic:enthusiast:commit:assur:peac:reliev:suffer:popul:war-torn:region,auftrag
445,moment:thought:mourn:itali:extend:sympathi:europ:death:young:men:peac,friedensmission
446,follow:assess:took:decemb:echo:dispatch:second:expert:bam:januari:review:situat:assess:need:coordin:agenc:present:ground,bam
447,secur:council:consid:rapid:constitut:deploy:peacekeep:oper:support:peac:crucial:moment:strengthen:complement:african:union:peacekeep:deploy,mission
448,european:union:progress:approach:sustain:develop:known:anticip:respons:world:bank:consist:overal:poverti:reduct:promot:sustain:develop,auftrag
449,presid:commission:ladi:gentlemen:parliament:attent:commiss:council:ought:direct:state:pathet:way:pathet:dutch:vessel:end:unbridl:irrespons:propaganda:illeg:abort:women:carri:mean:illeg:acquisit:medicin,mission
450,fact-find:number:urgent:question:question:address:council:commiss,untersuchungsmission
451,august:presid:led:fact-find:met:minist:detaine:eyewit,untersuchungsmission
452,countri:export:food:product:stringent:condit:met:verif:carri:food:veterinari:offic,Überprüfung
453,point:preliminari:find:intern:elect:observ:osc:offic:democrat:institut:human:right:extent:serious:irregular:elector:period:vote:day:rais:doubt:result:elect:fulli:reflect:belarussian:elector,wahlbeobachtungsmission
454,date:given:end:intent:militari:forc:simpli:remain:bosnia:readi:join:european:union,eu-mission
455,union:apart:symbol:fact:allow:soldier:serv:aegi:nato:wear:-star:symbol:sleev:uniform:doe:mean:greater:european:presenc:greater:visibl:union:balkan,mission
456,eufor:welcom:great:poster:sarajevo:let:leav:chuck:althea:junk:belong,mission
457,third:answer:yes:logic:european:research:communiti:compani:industri:wonder:mean:need:complet,aufgabe
458,shall:insist:member:issu:observ:european:parliament,beobachterdelegation
459,commiss:conduct:libya:end:concern:illeg:immigr:issu:relat:human:right:asylum:given:import,mission
460,european:union:contribut:financ:deploy:african:troop:burundi:african:union:subsequ:took:lend:support:current:unit:nation:countri,mission
461,follow:april:factfind:relex:explor:way:mean:provid:financi:support:especi:socioeconom:recoveri:addit:consider:humanitarian:assist,mission
462,hand:misgiv:voic:regard:great:expans:eastern:europ:russia:power:arm:forc:equip:modern:weapon:involv:number:peacekeep:troop:exampl:balkan,friedensmission
463,public:fund:use:achiev:public-servic:exceed:necessari:regard:rule:proport,auftrag
464,emphasis:expect:decis:audit:ensur:transpar:public:financ:reliabl:data:stabil:financ:direct,prüfaktivitäten
465,european:union:polic:aim:help:bosnian:polic:forc:reach:european:standard,polizeimission
466,far:understand:congo:polic:oper:sudan:financ:develop:appropri:fund:militaris:activ:transpar,mission
467,fact-find:led:mrs:pack:posit:manag:bring:temporari:improv:situat:actual:settl,erkundungsmission
468,petit:european:parliament:fact-find:attest:fact,informationsreise
469,parliament:fulfil:commit:enter:elect:did,wählerauftrag
470,europ:need:new:duti,mission
471,declar:reflect:european:union:achiev:cours:presid:eurom:summit:novemb:set:agenda:futur:relat:southern:mediterranean:neighbour:support:disengag:gaza:build:palestinian:institut:secur:capac:launch:european:union:border:assist:rafah:increas:european:union:engag:iraq,mission
472,progress:eu-ukrain:relationship:regist:econom:integr:grant:market:economi:status:ukrain:cooper:key:sector:energi:transport:memorandum:understand:energi:cooper:justic:home:affair:open:visa:facilit:negoti:parallel:negoti:readmiss:agreement:area:foreign:secur:polici:launch:border:assist:transnistrian:segment:ukraine-moldova:border,eu-hilfsmission
473,connect:restructur:unit:nation:interim:administr:kosovo:unmik:held:inform:consult:unmik:intern:organis:partner,unmik
474,privileg:head:member:european:parliament:attend:presidenti:elect,mission
475,plane:fli:priština:kosovo:slovak:soldier:troop:intern:communiti:particip:nato:peac,nato-friedensmission
476,european:union:unit:state:express:support:transfer:african:union:troop:quit:unequ:task:troop:provid,mission
477,end:introduct:mention:broad:agreement:euratom:programm:includ:import:intern:scientif:project:iter:joint:research:centr:consid:import,auftrag
478,timores:author:demonstr:uniti:converg:day:submit:unit:nation:secur:council:request:strengthen:extend:remit:unit:nation:offic:east:timor:unotil:polic:supervis:peace-keep:mandat:leadership:need:aris,mission
479,elect:observ:observ:hand:object:difficulti:countri:popul:experienc,wahlbeobachterdelegation
480,think:plan:european:parliament:step:re-establish:order:countri:deserv:final:enjoy:peac,mission
481,futur:intern:presenc:kosovo:european:union:kosovo:eumik,eu-mission
482,approv:parti:bam:rafah:eucopp:territori,copps
483,depend:outcom:realis:militari:aid:reconstruct:finish:line:start:point:end:mean:said:mean:liabl:total:inadequ:quick:prompt:back:polit:diplomat:initi:aim:restart:talk:side,mission
484,regard:peace-keep:sure:success,mission
485,liberian:govern:work:respons:deliv:servic:liberian,liberianische
486,best:hope:agre:extens:mandat:peac:african:union:insid:knowledg:bad:equip:under-motiv:quit:simpli:complet:depth,friedensmission
487,true:insist:unit:nation:sent:area:true:said:sudanes:govern:opposit:make:difficult,mission
488,endeavour:success:govern:khartoum:continu:refus:counten:presenc:peacekeep:territori:appropri:increas:logist:materi:support:provid:african:union:sudan,mission
489,question:tabl:basi:report:unanim:adopt:decemb:dealt:protect:journalist:danger:shall:dwell:realm:philosophi:call:practic:aid:given:journalist:troubl:set:coordin:centr:collect:inform:grant:specif:aid,informationssammlung
490,fight:racism:fight:democraci:assum:fundament,aufgaben
491,know:previous:inspect:visit:great:britain:member:state:invit:investig:export:ban:observ:ground:inspect:week:programm:includ:investig,großbritannen
492,financ:public:servic:social:requir:subsidi,aufgabe
493,duti:peacekeep:humanitarian:aid:carri:leadership:western:european:union,aufgaben
494,place:dispos:spare:effort:enabl:special:envoy:achiev:degre:success:expect,mission
495,feel:strong:contribut:associ:trade:union:organis:employe:user:associ:failur:draft:direct:contribut:defenc:renew:public:compani:fulfil:entir:public:servic:respond:interest:user:employe:enabl:harmoni:integr:environ:facilit:cooper:european:union:intern,aufgabe
496,respons:conclus:endors:council:minist:februari:minist:foreign:affair:belarus:sent:letter:presid:day:yesterday:content:discuss:member:state,abgezeichnet
497,proceed:way:parliament:abandon:role:provid:polit:impetus:remain:long:chief:context:cfsp,hauptaufgabe
498,certain:desir:confer:status:common:extend:panopli:mean:intervent:given:patent:lack:resolut:good:bet:import:breakthrough:window-dress:end:consequ:pointer:indecis,mission
499,council:convinc:need:thorough:independ:inquiri:accus:call:adfl:cooper:fulli,un-mission
500,have:entrust:osc:coordin:observ:mandat:assess:elect:just:taken:countri:confirm:said,aufgabe
501,presid:issu:debat:today:fundament:realis:order:consolid:posit:fulfil:histor:intern:arena:european:union:freedom:secur:justic,aufgabe
502,union:europ:member:initi:peac:week:angola,friedensmission
503,let:doubt:madam:presid:modern:foreseen:great:thinker:centuri:accomplish:histor:work:liber:work,mission
504,mrs:andré-léonard:fassa:berten:behalf:european:liber:democrat:reformist:parti:withdraw:investig:team:congo:-b-:mrs:aelvoet:telkämper:behalf:green:european:parliament:inquiri:congo:-b-:duri:swoboda:behalf:parti:european:socialist:refus:allow,un-mission
505,total:convinc:undertaken:friday:kofi:annan:receiv:support:order:render:militari:conflict:imposs,mission
506,select:unilater:punish:develop:intern:law,strafmaßnahme
507,joint:resolut:polit:group:call:respons:today:call:defin:common:posit:support:diplomat:mean:particular:secretari:general:propos:oil:return:food:direct:popul,mission
508,add:coalit:come:west:unit:state:decid:mandat:despit:half-heart:bless:given:chanc:secretari:general:kofi:annan:obvious:hope:fruit,segen
509,result:democrat:parti:final:consid:return:parliament:govern:firm:commit:help:polit:normal:pressur:certain:kept:parti:order:polit:parliamentari:cooper,mission
510,welcom:new:mandat:given:felip:gonzález:person:repres:osc:chairman-in-offic:yugoslav:republ,mission
511,honour:member:awar:ministeri:troika:visit:algier:januari,troika-delegation
512,relev:work:council:ask:report:subject:european:union:head:beirut,missionschef
513,enabl:commiss:programm:assist:area:humanitarian:need:urgent,mission
